Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,1stDOpp,Rush,Pass,Pen
1313,CAR,2019,2019-12-22,1:00,1:00,@,IND,16,15,Sun,L 6-38,,25,14,6,5
1314,CAR,2019,2019-12-29,1:00,1:00,,NOR,17,16,Sun,L 10-42,,25,6,16,3
1315,CHI,2003,2003-09-14,8:30,7:30,@,MIN,2,2,Sun,L 13-24,,25,0,0,0
1316,CHI,2008,2008-12-28,1:03,12:03,@,HOU,17,16,Sun,L 24-31,,25,0,0,0
1317,CHI,2009,2009-10-04,1:02,12:02,,DET,4,4,Sun,W 48-24,,25,0,0,0
1318,CHI,2011,2011-09-11,1:06,12:06,,ATL,1,1,Sun,W 30-12,,25,3,15,7
1319,CHI,2012,2012-12-02,1:03,12:03,,SEA,13,12,Sun,L 17-23,OT,25,11,13,1
1320,CHI,2013,2013-12-29,4:25,3:25,,GNB,17,16,Sun,L 28-33,,25,9,14,2
1321,CHI,2014,2014-12-15,8:30,7:30,,NOR,15,14,Mon,L 15-31,,25,3,19,3
1322,CHI,2016,2016-09-25,8:31,7:31,@,DAL,3,3,Sun,L 17-31,,25,14,10,1
1323,CHI,2016,2016-12-11,1:00,1:00,@,DET,14,13,Sun,L 17-20,,25,7,13,5
1324,CHI,2019,2019-09-23,8:15,8:15,@,WAS,3,3,Mon,W 31-15,,25,2,20,3
1325,CHI,2019,2019-10-06,1:00,6:00,@,OAK,5,5,Sun,L 21-24,,25,13,10,2
1326,CHI,2019,2019-12-22,8:20,7:20,,KAN,16,15,Sun,L 3-26,,25,6,15,4
1327,CHI,2020,2020-09-13,1:00,1:00,@,DET,1,1,Sun,W 27-23,,25,7,14,4
1328,CIN,2006,2006-10-29,1:02,1:02,,ATL,8,7,Sun,L 27-29,,25,0,0,0
1329,CIN,2006,2006-11-12,1:03,1:03,,SDG,10,9,Sun,L 41-49,,25,0,0,0
1330,CIN,2007,2007-10-01,8:40,8:40,,NWE,4,4,Mon,L 13-34,,25,0,0,0
1331,CIN,2007,2007-12-23,1:02,1:02,,CLE,16,15,Sun,W 19-14,,25,0,0,0
1332,CIN,2011,2011-12-11,1:02,1:02,,HOU,14,13,Sun,L 19-20,,25,7,17,1
1333,CIN,2014,2014-12-07,1:02,1:02,,PIT,14,13,Sun,L 21-42,,25,8,16,1
1334,CIN,2016,2016-10-16,1:02,1:02,@,NWE,6,6,Sun,L 17-35,,25,5,17,3
1335,CIN,2018,2018-09-30,1:00,1:00,@,ATL,4,4,Sun,W 37-36,,25,4,20,1
1336,CIN,2019,2019-09-22,1:00,1:00,@,BUF,3,3,Sun,L 17-21,,25,11,12,2
1337,CIN,2020,2020-10-04,1:00,1:00,,JAX,4,4,Sun,W 33-25,,25,4,16,5
1338,CLE,2000,2000-11-26,1:01,1:01,@,BAL,13,13,Sun,L 7-44,,25,0,0,0
1339,CLE,2002,2002-11-03,1:03,1:03,,PIT,9,9,Sun,L 20-23,,25,0,0,0
1340,CLE,2004,2004-09-26,1:02,1:02,@,NYG,3,3,Sun,L 10-27,,25,0,0,0
1341,CLE,2005,2005-11-13,8:36,8:36,@,PIT,10,9,Sun,L 21-34,,25,0,0,0
1342,CLE,2009,2009-09-20,4:15,2:15,@,DEN,2,2,Sun,L 6-27,,25,0,0,0
1343,CLE,2009,2009-10-25,1:02,1:02,,GNB,7,7,Sun,L 3-31,,25,0,0,0
1344,CLE,2010,2010-10-24,1:02,12:02,@,NOR,7,7,Sun,W 30-17,,25,0,0,0
1345,CLE,2012,2012-09-09,1:03,1:03,,PHI,1,1,Sun,L 16-17,,25,10,14,1
1346,CLE,2012,2012-12-02,4:25,1:25,@,OAK,13,12,Sun,W 20-17,,25,5,20,0
1347,CLE,2012,2012-12-16,1:03,1:03,,WAS,15,14,Sun,L 21-38,,25,7,17,1
1348,CLE,2013,2013-12-22,1:02,1:02,@,NYJ,16,15,Sun,L 13-24,,25,11,13,1
1349,CLE,2015,2015-11-01,1:02,1:02,,ARI,8,8,Sun,L 20-34,,25,6,17,2
1350,CLE,2017,2017-10-01,1:00,1:00,,CIN,4,4,Sun,L 7-31,,25,8,15,2
1351,CLE,2018,2018-09-09,1:00,1:00,,PIT,1,1,Sun,T 21-21,OT,25,7,17,1
1352,CLE,2018,2018-10-07,1:00,1:00,,BAL,5,5,Sun,W 12-9,OT,25,10,14,1
1353,CLE,2018,2018-10-28,1:00,1:00,@,PIT,8,8,Sun,L 18-33,,25,10,14,1
1354,CLE,2018,2018-11-11,1:00,1:00,,ATL,10,10,Sun,W 28-16,,25,5,19,1
1355,CLE,2018,2018-11-25,1:00,1:00,@,CIN,12,11,Sun,W 35-20,,25,7,14,4
1356,CLE,2018,2018-12-02,1:00,12:00,@,HOU,13,12,Sun,L 13-29,,25,11,12,2
1357,CLE,2020,2020-12-06,1:00,12:00,@,TEN,13,12,Sun,W 41-35,,25,4,18,3
1358,CLE,2020,2020-12-14,8:15,8:15,,BAL,14,13,Mon,L 42-47,,25,13,9,3
1359,CLE,2021,2021-11-07,1:00,1:00,@,CIN,9,9,Sun,W 41-16,,25,6,15,4
1360,IND,2000,2000-11-19,1:02,12:02,@,GNB,12,11,Sun,L 24-26,,25,0,0,0
1361,IND,2001,2001-10-25,7:30,7:30,@,KAN,7,6,Thu,W 35-28,,25,0,0,0
1362,IND,2001,2001-11-18,1:02,12:02,@,NOR,10,9,Sun,L 20-34,,25,0,0,0
1363,IND,2003,2003-10-06,9:15,9:15,@,TAM,5,5,Mon,W 38-35,OT,25,0,0,0
1364,IND,2004,2004-09-19,1:02,12:02,@,TEN,2,2,Sun,W 31-17,,25,0,0,0
1365,IND,2007,2007-12-30,8:24,8:24,,TEN,17,16,Sun,L 10-16,,25,0,0,0
1366,IND,2008,2008-09-21,4:15,4:15,,JAX,3,3,Sun,L 21-23,,25,0,0,0
1367,IND,2009,2009-12-17,8:21,8:21,@,JAX,15,14,Thu,W 35-31,,25,0,0,0
1368,IND,2011,2011-10-03,8:40,8:40,@,TAM,4,4,Mon,L 17-24,,25,10,14,1
1369,IND,2012,2012-11-18,4:25,4:25,@,NWE,11,10,Sun,L 24-59,,25,5,20,0
1370,IND,2014,2014-12-21,4:26,3:26,@,DAL,16,15,Sun,L 7-42,,25,8,15,2
1371,IND,2016,2016-10-09,1:02,1:02,,CHI,5,5,Sun,W 29-23,,25,7,17,1
1372,IND,2016,2016-11-06,4:25,3:25,@,GNB,9,9,Sun,W 31-26,,25,7,16,2
1373,IND,2017,2017-09-24,1:00,1:00,,CLE,3,3,Sun,W 31-28,,25,7,13,5
1374,IND,2017,2017-10-16,8:30,7:30,@,TEN,6,6,Mon,L 22-36,,25,7,15,3
1375,IND,2018,2018-12-09,1:00,12:00,@,HOU,14,13,Sun,W 24-21,,25,6,14,5
1376,IND,2019,2019-09-08,4:05,1:05,@,LAC,1,1,Sun,L 24-30,OT,25,9,14,2
1377,IND,2019,2019-09-22,1:00,1:00,,ATL,3,3,Sun,W 27-24,,25,6,17,2
1378,IND,2020,2020-11-12,8:20,7:20,@,TEN,10,9,Thu,W 34-17,,25,9,9,7
1379,ARI,2000,2000-11-26,8:35,6:35,,NYG,13,12,Sun,L 7-31,,25,0,0,0
1380,ARI,2000,2000-12-10,1:02,1:02,@,JAX,15,14,Sun,L 10-44,,25,0,0,0
1381,ARI,2003,2003-11-30,1:03,12:03,@,CHI,13,12,Sun,L 3-28,,25,0,0,0
1382,ARI,2011,2011-11-20,4:05,1:05,@,SFO,11,10,Sun,L 7-23,,25,8,14,3
1383,ARI,2012,2012-09-16,1:02,1:02,@,NWE,2,2,Sun,W 20-18,,25,8,17,0
1384,ARI,2016,2016-10-06,8:27,5:27,@,SFO,5,5,Thu,W 33-21,,25,10,12,3
1385,ARI,2019,2019-12-15,4:05,2:05,,CLE,15,14,Sun,W 38-24,,25,8,15,2
1386,ARI,2019,2019-12-29,4:25,1:25,@,LAR,17,16,Sun,L 24-31,,25,4,17,4
1387,DAL,2004,2004-12-06,9:09,6:09,@,SEA,13,12,Mon,W 43-39,,25,0,0,0
1388,DAL,2005,2005-12-11,4:15,3:15,,KAN,14,13,Sun,W 31-28,,25,0,0,0
1389,DAL,2007,2007-12-09,1:03,1:03,@,DET,14,13,Sun,W 28-27,,25,0,0,0
1390,DAL,2010,2010-10-25,8:41,7:41,,NYG,7,6,Mon,L 35-41,,25,0,0,0
1391,DAL,2010,2010-11-14,4:15,4:15,@,NYG,10,9,Sun,W 33-20,,25,0,0,0
1392,DAL,2011,2011-10-16,4:15,4:15,@,NWE,6,5,Sun,L 16-20,,25,7,16,2
1393,DAL,2013,2013-10-13,8:31,7:31,,WAS,6,6,Sun,W 31-16,,25,11,10,4
1394,DAL,2015,2015-11-08,8:31,7:31,,PHI,9,8,Sun,L 27-33,OT,25,13,9,3
1395,DAL,2016,2016-11-24,4:30,3:30,,WAS,12,11,Thu,W 31-26,,25,4,20,1
1396,DAL,2017,2017-10-08,4:25,3:25,,GNB,5,5,Sun,L 31-35,,25,9,13,3
1397,DAL,2017,2017-11-23,4:30,3:30,,LAC,12,11,Thu,L 6-28,,25,4,17,4
1398,DAL,2018,2018-10-07,8:20,7:20,@,HOU,5,5,Sun,L 16-19,OT,25,4,18,3
1399,DAL,2018,2018-12-16,1:00,1:00,@,IND,15,14,Sun,L 0-23,,25,11,11,3
1400,DAL,2019,2019-09-08,4:25,3:25,,NYG,1,1,Sun,W 35-17,,25,8,16,1
1401,DEN,2000,2000-11-13,9:09,7:09,,OAK,11,10,Mon,W 27-24,,25,0,0,0
1402,DEN,2002,2002-12-01,4:05,1:05,@,SDG,13,12,Sun,L 27-30,OT,25,0,0,0
1403,DEN,2008,2008-10-20,8:40,8:40,@,NWE,7,7,Mon,L 7-41,,25,0,0,0
1404,DEN,2011,2011-10-09,4:16,2:16,,SDG,5,5,Sun,L 24-29,,25,11,11,3
1405,DEN,2014,2014-11-23,4:25,2:25,,MIA,12,11,Sun,W 39-36,,25,5,17,3
1406,DEN,2017,2017-11-05,1:00,1:00,@,PHI,9,8,Sun,L 23-51,,25,9,13,3
1407,DEN,2018,2018-11-25,4:25,2:25,,PIT,12,11,Sun,W 24-17,,25,4,19,2
1408,DEN,2019,2019-09-29,4:25,2:25,,JAX,4,4,Sun,L 24-26,,25,11,12,2
1409,DEN,2020,2020-12-06,8:20,7:20,@,KAN,13,12,Sun,L 16-22,,25,6,18,1
1410,DET,2000,2000-11-19,1:03,1:03,@,NYG,12,11,Sun,W 31-21,,25,0,0,0
1411,DET,2001,2001-12-23,1:01,1:01,@,PIT,15,14,Sun,L 14-47,,25,0,0,0
1412,DET,2003,2003-10-19,1:03,1:03,,DAL,7,6,Sun,L 7-38,,25,0,0,0
1413,DET,2007,2007-11-22,12:36,12:36,,GNB,12,11,Thu,L 26-37,,25,0,0,0
1414,DET,2007,2007-12-09,1:03,1:03,,DAL,14,13,Sun,L 27-28,,25,0,0,0
1415,DET,2007,2007-12-23,1:02,1:02,,KAN,16,15,Sun,W 25-20,,25,0,0,0
1416,DET,2008,2008-09-21,4:06,1:06,@,SFO,3,3,Sun,L 13-31,,25,0,0,0
1417,DET,2009,2009-11-08,4:06,1:06,@,SEA,9,8,Sun,L 20-32,,25,0,0,0
1418,DET,2011,2011-10-02,1:02,12:02,@,DAL,4,4,Sun,W 34-30,,25,4,19,2
1419,DET,2014,2014-10-19,1:02,1:02,,NOR,7,7,Sun,W 24-23,,25,5,15,5
1420,DET,2015,2015-10-25,1:02,1:02,,MIN,7,7,Sun,L 19-28,,25,7,16,2
1421,DET,2016,2016-09-11,4:27,4:27,@,IND,1,1,Sun,W 39-35,,25,6,17,2
1422,DET,2019,2019-11-03,4:05,1:05,@,OAK,9,8,Sun,L 24-31,,25,10,14,1
1423,DET,2019,2019-12-22,4:05,2:05,@,DEN,16,15,Sun,L 17-27,,25,8,13,4
1424,DET,2019,2019-12-29,1:00,1:00,,GNB,17,16,Sun,L 20-23,,25,6,18,1
1425,DET,2021,2021-09-20,8:15,7:15,@,GNB,2,2,Mon,L 17-35,,25,5,16,4
1426,DET,2021,2021-12-12,4:05,2:05,@,DEN,14,13,Sun,L 10-38,,25,14,10,1
1427,GNB,2000,2000-11-19,1:02,12:02,,IND,12,11,Sun,W 26-24,,25,0,0,0
1428,GNB,2001,2001-11-18,1:02,12:02,,ATL,10,9,Sun,L 20-23,,25,0,0,0
1429,GNB,2001,2002-01-06,1:04,1:04,@,NYG,17,16,Sun,W 34-25,,25,0,0,0
1430,GNB,2002,2002-11-04,9:08,8:08,,MIA,9,8,Mon,W 24-10,,25,0,0,0
1431,GNB,2004,2004-11-29,9:09,8:09,,STL,12,11,Mon,W 45-17,,25,0,0,0
1432,GNB,2005,2005-12-19,9:07,9:07,@,BAL,15,14,Mon,L 3-48,,25,0,0,0
1433,GNB,2007,2007-09-23,1:02,12:02,,SDG,3,3,Sun,W 31-24,,25,0,0,0
1434,GNB,2007,2007-11-22,12:36,12:36,@,DET,12,11,Thu,W 37-26,,25,0,0,0
1435,GNB,2008,2008-12-07,1:02,12:02,,HOU,14,13,Sun,L 21-24,,25,0,0,0
1436,GNB,2012,2012-09-30,4:25,3:25,,NOR,4,4,Sun,W 28-27,,25,1,23,1
1437,GNB,2012,2012-12-30,4:25,3:25,@,MIN,17,16,Sun,L 34-37,,25,10,13,2
1438,GNB,2013,2013-11-04,8:40,7:40,,CHI,9,8,Mon,L 20-27,,25,10,15,0
1439,GNB,2014,2014-09-04,8:42,5:42,@,SEA,1,1,Thu,L 16-36,,25,13,8,4
1440,GNB,2015,2015-09-13,1:00,12:00,@,CHI,1,1,Sun,W 31-23,,25,10,12,3
1441,GNB,2016,2016-10-30,4:25,4:25,@,ATL,8,7,Sun,L 32-33,,25,6,16,3
1442,GNB,2017,2017-10-22,1:00,12:00,,NOR,7,7,Sun,L 17-26,,25,7,16,2
1443,GNB,2017,2017-12-03,1:00,12:00,,TAM,13,12,Sun,W 26-20,OT,25,8,16,1
1444,GNB,2018,2018-12-30,1:00,12:00,,DET,17,16,Sun,L 0-31,,25,7,16,2
1445,GNB,2020,2020-09-13,1:00,3:00,@,MIN,1,1,Sun,W 43-34,,25,10,12,3
1446,GNB,2021,2021-09-26,8:20,5:20,@,SFO,3,3,Sun,W 30-28,,25,6,14,5
1447,GNB,2021,2021-10-24,1:00,12:00,,WAS,7,7,Sun,W 24-10,,25,9,15,1
1448,GNB,2021,2021-11-21,1:00,11:00,@,MIN,11,11,Sun,L 31-34,,25,6,17,2
1449,HOU,2002,2002-10-13,1:02,12:02,,BUF,6,5,Sun,L 24-31,,25,0,0,0
1450,HOU,2002,2002-11-03,1:01,12:01,,CIN,9,8,Sun,L 3-38,,25,0,0,0
1451,HOU,2004,2004-09-26,1:00,12:00,@,KAN,3,3,Sun,W 24-21,,25,0,0,0
1452,HOU,2006,2006-09-24,1:03,12:03,,WAS,3,3,Sun,L 15-31,,25,0,0,0
1453,HOU,2007,2007-10-14,1:03,1:03,@,JAX,6,6,Sun,L 17-37,,25,0,0,0
1454,HOU,2010,2010-09-12,1:02,12:02,,IND,1,1,Sun,W 34-24,,25,0,0,0
1455,HOU,2010,2010-10-17,1:03,12:03,,KAN,6,6,Sun,W 35-31,,25,0,0,0
1456,HOU,2010,2010-12-26,4:06,2:06,@,DEN,16,15,Sun,L 23-24,,25,0,0,0
1457,HOU,2012,2012-10-14,8:30,7:30,,GNB,6,6,Sun,L 24-42,,25,5,16,4
1458,HOU,2013,2013-12-22,1:02,12:02,,DEN,16,15,Sun,L 13-37,,25,4,20,1
1459,HOU,2015,2015-09-20,1:02,1:02,@,CAR,2,2,Sun,L 17-24,,25,9,13,3
1460,HOU,2017,2017-12-17,1:00,1:00,@,JAX,15,14,Sun,L 7-45,,25,8,14,3
1461,HOU,2018,2018-12-23,1:00,1:00,@,PHI,16,15,Sun,L 30-32,,25,4,18,3
1462,HOU,2019,2019-09-09,7:10,6:10,@,NOR,1,1,Mon,L 28-30,,25,6,19,0
1463,HOU,2019,2019-11-17,1:00,1:00,@,BAL,11,10,Sun,L 7-41,,25,12,11,2
1464,HOU,2019,2019-12-29,4:25,3:25,,TEN,17,16,Sun,L 14-35,,25,13,11,1
1465,HOU,2020,2020-09-27,1:00,1:00,@,PIT,3,3,Sun,L 21-28,,25,10,13,2
1466,HOU,2020,2020-12-06,1:00,12:00,,IND,13,12,Sun,L 20-26,,25,8,15,2
1467,HOU,2021,2021-12-26,1:00,12:00,,LAC,16,15,Sun,W 41-29,,25,3,19,3
1468,JAX,2002,2002-10-13,4:03,3:03,@,TEN,6,5,Sun,L 14-23,,25,0,0,0
1469,JAX,2005,2005-12-11,1:01,1:01,,IND,14,13,Sun,L 18-26,,25,0,0,0
1470,JAX,2010,2010-09-19,4:15,1:15,@,SDG,2,2,Sun,L 13-38,,25,0,0,0
1471,JAX,2010,2010-10-24,1:03,12:03,@,KAN,7,7,Sun,L 20-42,,25,0,0,0
1472,JAX,2010,2010-10-31,1:05,12:05,@,DAL,8,8,Sun,W 35-17,,25,0,0,0
1473,JAX,2013,2013-10-27,1:07,5:07,,SFO,8,8,Sun,L 10-42,,25,14,9,2
1474,JAX,2013,2013-12-15,1:02,1:02,,BUF,15,14,Sun,L 20-27,,25,12,10,3
1475,JAX,2015,2016-01-03,1:02,12:02,@,HOU,17,16,Sun,L 6-30,,25,9,13,3
1476,JAX,2016,2016-09-18,4:25,1:25,@,SDG,2,2,Sun,L 14-38,,25,10,10,5
1477,JAX,2016,2016-10-27,8:26,7:26,@,TEN,8,7,Thu,L 22-36,,25,11,12,2
1478,JAX,2020,2020-10-18,1:00,1:00,,DET,6,6,Sun,L 16-34,,25,12,9,4
1479,JAX,2020,2020-11-29,1:00,1:00,,CLE,12,11,Sun,L 25-27,,25,10,15,0
1480,JAX,2020,2020-12-13,1:00,1:00,,TEN,14,13,Sun,L 10-31,,25,10,11,4
1481,JAX,2021,2021-11-21,1:00,1:00,,SFO,11,10,Sun,L 10-30,,25,13,8,4
1482,KAN,2000,2000-11-12,4:00,1:00,@,SFO,11,10,Sun,L 7-21,,25,0,0,0
1483,KAN,2003,2003-10-20,9:05,6:05,@,OAK,7,7,Mon,W 17-10,,25,0,0,0
1484,KAN,2004,2004-11-28,1:00,12:00,,SDG,12,11,Sun,L 31-34,,25,0,0,0
1485,KAN,2005,2005-10-02,4:15,3:15,,PHI,4,4,Sun,L 31-37,,25,0,0,0
1486,KAN,2010,2010-11-14,4:05,2:05,@,DEN,10,9,Sun,L 29-49,,25,0,0,0
1487,KAN,2010,2010-12-12,4:15,1:15,@,SDG,14,13,Sun,L 0-31,,25,0,0,0
1488,KAN,2013,2013-11-03,1:02,1:02,@,BUF,9,9,Sun,W 23-13,,25,11,12,2
1489,KAN,2013,2013-12-01,4:26,3:26,,DEN,13,12,Sun,L 28-35,,25,6,17,2
1490,KAN,2014,2014-11-16,1:04,12:04,,SEA,11,10,Sun,W 24-20,,25,14,10,1
1491,KAN,2015,2015-11-29,1:03,12:03,,BUF,12,11,Sun,W 30-22,,25,9,13,3
1492,KAN,2016,2016-09-11,1:05,12:05,,SDG,1,1,Sun,W 33-27,OT,25,10,12,3
1493,KAN,2016,2016-11-06,1:00,12:00,,JAX,9,8,Sun,W 19-14,,25,6,17,2
1494,KAN,2017,2017-09-07,8:30,8:30,@,NWE,1,1,Thu,W 42-27,,25,10,11,4
1495,KAN,2019,2019-10-06,8:20,7:20,,IND,5,5,Sun,L 13-19,,25,12,7,6
1496,KAN,2019,2019-12-29,1:00,12:00,,LAC,17,16,Sun,W 31-21,,25,8,14,3
1497,KAN,2020,2020-11-22,8:20,5:20,@,LVR,11,10,Sun,W 35-31,,25,5,17,3
1498,MIA,2002,2002-09-29,1:00,12:00,@,KAN,4,4,Sun,L 30-48,,25,0,0,0
1499,MIA,2003,2003-10-05,1:03,1:03,@,NYG,5,4,Sun,W 23-10,,25,0,0,0
1500,MIA,2006,2006-11-19,1:03,1:03,,MIN,11,10,Sun,W 24-20,,25,0,0,0
1501,MIA,2012,2012-12-02,1:02,1:02,,NWE,13,12,Sun,L 16-23,,25,7,14,4
1502,MIA,2015,2015-12-14,8:30,8:30,,NYG,14,13,Mon,L 24-31,,25,6,15,4
1503,MIA,2016,2016-11-27,1:00,1:00,,SFO,12,11,Sun,W 31-24,,25,9,15,1
1504,MIA,2017,2017-11-26,1:00,1:00,@,NWE,12,11,Sun,L 17-35,,25,9,11,5
1505,MIA,2018,2018-09-23,1:00,1:00,,OAK,3,3,Sun,W 28-20,,25,5,17,3
1506,MIA,2019,2019-12-22,1:00,1:00,,CIN,16,15,Sun,W 38-35,OT,25,2,21,2
1507,MIN,2000,2000-12-24,4:15,4:15,@,IND,17,16,Sun,L 10-31,,25,0,0,0
1508,MIN,2004,2004-10-17,8:36,7:36,@,NOR,6,5,Sun,W 38-31,,25,0,0,0
1509,MIN,2005,2005-11-13,1:03,1:03,@,NYG,10,9,Sun,W 24-21,,25,0,0,0
1510,MIN,2006,2006-10-30,8:38,7:38,,NWE,8,7,Mon,L 7-31,,25,0,0,0
1511,MIN,2011,2011-10-23,4:15,3:15,,GNB,7,7,Sun,L 27-33,,25,6,16,3
1512,MIN,2013,2013-12-15,1:02,12:02,,PHI,15,14,Sun,W 48-30,,25,3,22,0
1513,MIN,2015,2015-09-14,10:20,7:20,@,SFO,1,1,Mon,L 3-20,,25,14,8,3
1514,MIN,2015,2015-09-20,1:03,12:03,,DET,2,2,Sun,W 26-16,,25,2,17,6
1515,MIN,2015,2015-12-06,1:02,12:02,,SEA,13,12,Sun,L 7-38,,25,11,11,3
1516,MIN,2018,2018-09-27,8:20,5:20,@,LAR,4,4,Thu,L 31-38,,25,4,19,2
1517,NOR,2001,2001-10-28,1:02,12:02,@,STL,7,6,Sun,W 34-31,,25,0,0,0
1518,NOR,2002,2002-12-22,1:02,1:02,@,CIN,16,15,Sun,L 13-20,,25,0,0,0
1519,NOR,2004,2004-09-26,1:02,12:02,@,STL,3,3,Sun,W 28-25,OT,25,0,0,0
1520,NOR,2004,2004-12-05,1:03,12:03,,CAR,13,12,Sun,L 21-32,,25,0,0,0
1521,NOR,2007,2007-10-14,8:23,5:23,@,SEA,6,5,Sun,W 28-17,,25,0,0,0
1522,NOR,2008,2008-09-14,1:03,1:03,@,WAS,2,2,Sun,L 24-29,,25,0,0,0
1523,NOR,2010,2010-09-26,1:03,12:03,,ATL,3,3,Sun,L 24-27,OT,25,0,0,0
1524,NOR,2011,2011-12-04,8:31,7:31,,DET,13,12,Sun,W 31-17,,25,5,18,2
1525,NOR,2012,2012-11-11,1:02,12:02,,ATL,10,9,Sun,W 31-27,,25,3,20,2
1526,NOR,2015,2015-09-13,4:05,1:05,@,ARI,1,1,Sun,L 19-31,,25,7,13,5
1527,NOR,2015,2015-11-08,1:02,12:02,,TEN,9,9,Sun,L 28-34,OT,25,3,19,3
1528,NOR,2015,2016-01-03,1:02,1:02,@,ATL,17,16,Sun,W 20-17,,25,5,18,2
1529,NOR,2016,2016-09-11,1:05,12:05,,OAK,1,1,Sun,L 34-35,,25,8,14,3
1530,NOR,2016,2017-01-01,4:25,4:25,@,ATL,17,16,Sun,L 32-38,,25,4,19,2
1531,NOR,2018,2018-10-21,4:05,4:05,@,BAL,7,6,Sun,W 24-23,,25,6,15,4
1532,NOR,2018,2018-12-30,1:00,12:00,,CAR,17,16,Sun,L 14-33,,25,11,10,4
1533,NOR,2019,2019-12-08,1:00,12:00,,SFO,14,13,Sun,L 46-48,,25,7,15,3
1534,NOR,2020,2020-12-25,4:30,3:30,,MIN,16,15,Fri,W 52-33,,25,6,17,2
1535,NWE,2000,2000-11-19,1:02,1:02,,CIN,12,11,Sun,W 16-13,,25,0,0,0
1536,NWE,2000,2000-12-24,1:02,1:02,,MIA,17,16,Sun,L 24-27,,25,0,0,0
1537,NWE,2004,2004-10-31,4:15,4:15,@,PIT,8,7,Sun,L 20-34,,25,0,0,0
1538,NWE,2005,2006-01-01,1:02,1:02,,MIA,17,16,Sun,L 26-28,,25,0,0,0
1539,NWE,2007,2007-10-21,1:02,1:02,@,MIA,7,7,Sun,W 49-28,,25,0,0,0
1540,NWE,2009,2009-11-15,8:31,8:31,@,IND,10,9,Sun,L 34-35,,25,0,0,0
1541,NWE,2010,2010-11-25,12:38,12:38,@,DET,12,11,Thu,W 45-24,,25,0,0,0
1542,NWE,2011,2011-09-12,7:13,7:13,@,MIA,1,1,Mon,W 38-24,,25,6,19,0
1543,NWE,2011,2011-12-11,1:03,1:03,@,WAS,14,13,Sun,W 34-27,,25,9,13,3
1544,NWE,2011,2011-12-18,4:16,2:16,@,DEN,15,14,Sun,W 41-23,,25,14,9,2
1545,NWE,2012,2012-11-22,8:31,8:31,@,NYJ,12,11,Thu,W 49-19,,25,6,15,4
1546,NWE,2014,2014-09-07,1:03,1:03,@,MIA,1,1,Sun,L 20-33,,25,11,10,4
1547,NWE,2015,2015-10-25,1:02,1:02,,NYJ,7,6,Sun,W 30-23,,25,3,19,3
1548,NWE,2016,2016-10-30,1:02,1:02,@,BUF,8,8,Sun,W 41-25,,25,8,11,6
1549,NWE,2018,2018-09-23,8:20,8:20,@,DET,3,3,Sun,L 10-26,,25,8,16,1
1550,NYG,2001,2001-09-10,7:07,7:07,@,DEN,1,1,Mon,L 20-31,,25,0,0,0
1551,NYG,2003,2003-09-21,4:05,4:05,@,WAS,3,3,Sun,W 24-21,OT,25,0,0,0
1552,NYG,2005,2005-09-25,8:30,5:30,@,SDG,3,3,Sun,L 23-45,,25,0,0,0
1553,NYG,2005,2005-10-16,1:02,12:02,@,DAL,6,5,Sun,L 13-16,OT,25,0,0,0
1554,NYG,2007,2007-09-16,1:04,1:04,,GNB,2,2,Sun,L 13-35,,25,0,0,0
1555,NYG,2009,2009-12-27,1:03,1:03,,CAR,16,15,Sun,L 9-41,,25,0,0,0
1556,NYG,2011,2011-09-25,1:03,1:03,@,PHI,3,3,Sun,W 29-16,,25,13,11,1
1557,NYG,2012,2012-12-23,4:25,4:25,@,BAL,16,15,Sun,L 14-33,,25,6,17,2
1558,NYG,2013,2013-12-08,4:25,1:25,@,SDG,14,13,Sun,L 14-37,,25,7,15,3
1559,NYG,2015,2015-09-20,1:02,1:02,,ATL,2,2,Sun,L 20-24,,25,5,19,1
1560,NYG,2018,2018-09-30,4:25,4:25,,NOR,4,4,Sun,L 18-33,,25,10,12,3
1561,NYG,2019,2019-12-22,1:00,1:00,@,WAS,16,15,Sun,W 41-35,OT,25,7,16,2
1562,NYG,2019,2019-12-29,4:25,4:25,,PHI,17,16,Sun,L 17-34,,25,9,14,2
1563,NYG,2020,2020-12-27,1:00,1:00,@,BAL,16,15,Sun,L 13-27,,25,15,10,0
1564,NYG,2021,2021-09-16,8:20,8:20,@,WAS,2,2,Thu,L 29-30,,25,8,13,4
1565,NYJ,2000,2000-11-12,8:35,8:35,@,IND,11,10,Sun,L 15-23,,25,0,0,0
1566,NYJ,2002,2002-12-02,9:08,6:08,@,OAK,13,12,Mon,L 20-26,,25,0,0,0
1567,NYJ,2008,2008-12-07,4:05,1:05,@,SFO,14,13,Sun,L 14-24,,25,0,0,0
1568,NYJ,2010,2010-12-19,4:15,4:15,@,PIT,15,14,Sun,W 22-17,,25,0,0,0
1569,NYJ,2012,2012-11-22,8:31,8:31,,NWE,12,11,Thu,L 19-49,,25,12,11,2
1570,NYJ,2013,2013-12-01,1:02,1:02,,MIA,13,12,Sun,L 3-23,,25,5,20,0
1571,NYJ,2014,2014-09-14,4:25,3:25,@,GNB,2,2,Sun,L 24-31,,25,5,17,3
1572,NYJ,2017,2017-10-22,1:00,1:00,@,MIA,7,7,Sun,L 28-31,,25,3,16,6
